01,02,03,04,05,06,07,08,09,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38
3C,3C+,3D,3D+,3E,3F,3F+,3G,3G+,3A,3A+,3B,4C,4C+,4D,4D+,4E,4F,4F+,4G,4G+,4A,4A+,4B,5C,5C+,5D,5D+,5E,5F,5F+,5G,5G+,5A,5A+,5B,6C,6C+
